Specimen properties : Length,30,mm,Unnamed: 3,Start here,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Stress-Strain,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Linear,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Modulus,Unnamed: 35,Failure,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
6.124,0.50048,13.15115,0.5,,,,,,,,,,,,,,,,,,,0.063,4.713929846929815,123.1935799159255,,,,,,,,,,,,,,,,
6.224,0.48388,12.41931,0.5,,,,,,,,,,,,,,,,,,,0.064,4.838320473375343,124.39062644552732,,,,,,,,,,,,,,,,
6.324,0.46722,11.6485,0.5,,,,,,,,,,,,,,,,,,,0.065,4.963891354924396,125.57088154905293,,,,,,,,,,,,,,,,
6.424,0.45061,10.84848,0.5,,,,,,,,,,,,,,,,,,,0.066,5.0906257146786045,126.73435975420843,,,,,,,,,,,,,,,,
6.524,0.43373,10.03327,0.5,,,,,,,,,,,,,,,,,,,0.067,5.218506790267306,127.88107558870175,,,,,,,,,,,,,,,,
6.624,0.41729,9.2702,0.5,,,,,,,,,,,,,,,,,,,0.068,5.3475178338475455,129.01104358023906,,,,,,,,,,,,,,,,
6.724,0.40058,8.4909,0.5,,,,,,,,,,,,,,,,,,,0.069,5.477642112104078,130.1242782565327,,,,,,,,,,,,,,,,
6.824,0.38375,7.89962,0.5,,,,,,,,,,,,,,,,,,,0.07,5.608862906249366,131.22079414528707,,,,,,,,,,,,,,,,
6.924,0.3672,7.1734,0.5,,,,,,,,,,,,,,,,,,,0.071,5.741163512023574,132.30060577421017,,,,,,,,,,,,,,,,
7.024,0.3506,6.54885,0.5,,,,,,,,,,,,,,,,,,,0.072,5.874527239694585,133.36372767101054,,,,,,,,,,,,,,,,
7.124,0.33388,5.89123,0.5,,,,,,,,,,,,,,,,,,,0.073,6.008937414057983,134.41017436339817,,,,,,,,,,,,,,,,
7.224,0.31705,5.2569,0.5,,,,,,,,,,,,,,,,,,,0.074,6.144377374437059,135.43996037907556,,,,,,,,,,,,,,,,
7.324,0.30062,4.67046,0.5,,,,,,,,,,,,,,,,,,,0.075,6.280830474682816,136.45310024575684,,,,,,,,,,,,,,,,
7.424,0.2839,4.12314,0.5,,,,,,,,,,,,,,,,,,,0.076,6.418280083173961,137.4496084911455,,,,,,,,,,,,,,,,
7.524,0.26707,3.52156,0.5,,,,,,,,,,,,,,,,,,,0.077,6.556709582816913,138.42949964295124,,,,,,,,,,,,,,,,
7.624,0.25052,3.02889,0.5,,,,,,,,,,,,,,,,,,,0.078,6.696102371045796,139.39278822888286,,,,,,,,,,,,,,,,
7.724,0.23392,2.55373,0.5,,,,,,,,,,,,,,,,,,,0.079,6.8364418598224415,140.33948877664568,,,,,,,,,,,,,,,,
7.824,0.21715,2.12708,0.5,,,,,,,,,,,,,,,,,,,0.08,6.97771147563639,141.26961581394843,,,,,,,,,,,,,,,,
7.924,0.20054,1.65943,0.5,,,,,,,,,,,,,,,,,,,0.081,7.11989465950489,142.1831838685,,,,,,,,,,,,,,,,
8.024,0.18394,1.28175,0.5,,,,,,,,,,,,,,,,,,,0.082,7.2629748669729,143.08020746801006,,,,,,,,,,,,,,,,
8.098,0.17164,0.99951,1,,,,,,,,,,,,,,,,,,,0.083,7.406935568113083,143.96070114018207,,,,,,,,,,,,,,,,
8.1,0.1713,0.9894,1,,,,,,,,,,,,,,,,,,,0.084,7.551760247525808,144.8246794127249,,,,,,,,,,,,,,,,
8.102,0.17096,0.98132,1,,,,,,,,,,,,,,,,,,,0.085,7.69743240433916,145.67215681335261,,,,,,,,,,,,,,,,
8.202,0.18354,1.0319,1,,,,,,,,,,,,,,,,,,,0.086,7.84393555220892,146.50314786976108,,,,,,,,,,,,,,,,
8.302,0.20462,1.78308,1,,,,,,,,,,,,,,,,,,,0.087,7.99125321931859,147.31766710967062,,,,,,,,,,,,,,,,
8.402,0.22185,2.35928,1,,,,,,,,,,,,,,,,,,,0.088,8.139368948379373,148.11572906078206,,,,,,,,,,,,,,,,
8.502,0.23851,2.93037,1,,,,,,,,,,,,,,,,,,,0.089,8.288266296630177,148.8973482508039,,,,,,,,,,,,,,,,
8.602,0.25511,3.50238,1,,,,,,,,,,,,,,,,,,,0.09,8.437928835837624,149.66253920744762,,,,,,,,,,,,,,,,
8.702,0.27177,4.14826,1,,,,,,,,,,,,,,,,,,,0.091,8.588340152296041,150.41131645841674,,,,,,,,,,,,,,,,
8.802,0.28855,4.769,1,,,,,,,,,,,,,,,,,,,0.092,8.739483846827461,151.14369453142004,,,,,,,,,,,,,,,,
8.902,0.30521,5.46156,1,,,,,,,,,,,,,,,,,,,0.093,8.891343534781631,151.85968795416989,,,,,,,,,,,,,,,,
9.002,0.3217,6.12384,1,,,,,,,,,,,,,,,,,,,0.094,9.043902846035998,152.55931125436626,,,,,,,,,,,,,,,,
9.102,0.33864,6.88915,1,,,,,,,,,,,,,,,,,,,0.095,9.197145424995721,153.2425789597232,,,,,,,,,,,,,,,,
9.202,0.35513,7.64596,1,,,,,,,,,,,,,,,,,,,0.096,9.351054930593673,153.90950559795144,,,,,,,,,,,,,,,,
9.302,0.37179,8.41854,1,,,,,,,,,,,,,,,,,,,0.097,9.50561503629042,154.56010569674723,,,,,,,,,,,,,,,,
9.402,0.38851,9.19167,1,,,,,,,,,,,,,,,,,,,0.098,9.660809430074249,155.19439378382833,,,,,,,,,,,,,,,,
9.502,0.40522,10.06032,1,,,,,,,,,,,,,,,,,,,0.099,9.816621814461147,155.81238438689823,,,,,,,,,,,,,,,,
9.602,0.42171,10.92306,1,,,,,,,,,,,,,,,,,,,0.1,9.97303590649482,156.41409203367283,,,,,,,,,,,,,,,,
9.702,0.43843,11.87124,1,,,,,,,,,,,,,,,,,,,0.101,10.130035437746667,156.9995312518467,,,,,,,,,,,,,,,,
9.802,0.45532,12.76114,1,,,,,,,,,,,,,,,,,,,0.102,10.2876041543158,157.56871656913447,,,,,,,,,,,,,,,,
9.902,0.47181,13.75015,1,,,,,,,,,,,,,,,,,,,0.103,10.445725816829047,158.1216625132472,,,,,,,,,,,,,,,,
10.002,0.48841,14.76846,1,,,,,,,,,,,,,,,,,,,0.104,10.604384200440935,158.65838361188784,,,,,,,,,,,,,,,,
10.102,0.50518,15.8316,1,,,,,,,,,,,,,,,,,,,0.105,10.763563094833705,159.1788943927702,,,,,,,,,,,,,,,,
10.202,0.5219,16.69042,1,,,,,,,,,,,,,,,,,,,0.106,10.9232463042173,159.68320938359412,,,,,,,,,,,,,,,,
10.302,0.53845,17.11542,1,,,,,,,,,,,,,,,,,,,0.107,11.083417647329373,160.1713431120738,,,,,,,,,,,,,,,,
10.402,0.55522,17.79135,1,,,,,,,,,,,,,,,,,,,0.108,11.244060957435288,160.64331010591445,,,,,,,,,,,,,,,,
10.502,0.57188,19.03957,1,,,,,,,,,,,,,,,,,,,0.109,11.405160082328107,161.0991248928196,,,,,,,,,,,,,,,,
10.602,0.58854,20.1527,1,,,,,,,,,,,,,,,,,,,0.11,11.566698884328618,161.53880200051046,,,,,,,,,,,,,,,,
10.702,0.60509,21.18051,1,,,,,,,,,,,,,,,,,,,0.111,11.728661240285298,161.96235595667994,,,,,,,,,,,,,,,,
10.802,0.62192,22.40955,1,,,,,,,,,,,,,,,,,,,0.112,11.891031041574342,162.3698012890438,,,,,,,,,,,,,,,,
10.902,0.63852,23.67665,1,,,,,,,,,,,,,,,,,,,0.113,12.053792194099653,162.76115252531108,,,,,,,,,,,,,,,,
11.002,0.65512,25.05806,1,,,,,,,,,,,,,,,,,,,0.114,12.216928618292835,163.1364241931815,,,,,,,,,,,,,,,,
11.102,0.6719,26.40185,1,,,,,,,,,,,,,,,,,,,0.115,12.38042424911321,163.4956308203746,,,,,,,,,,,,,,,,
11.202,0.68856,27.79005,1,,,,,,,,,,,,,,,,,,,0.116,12.544263036047798,163.8387869345886,,,,,,,,,,,,,,,,
11.302,0.70522,29.22508,1,,,,,,,,,,,,,,,,,,,0.117,12.708428943111334,164.16590706353583,,,,,,,,,,,,,,,,
11.402,0.72171,30.70983,1,,,,,,,,,,,,,,,,,,,0.118,12.872905948846254,164.47700573492202,,,,,,,,,,,,,,,,
11.502,0.73865,32.29644,1,,,,,,,,,,,,,,,,,,,0.119,13.037678046322716,164.77209747646157,,,,,,,,,,,,,,,,
11.602,0.75514,33.88093,1,,,,,,,,,,,,,,,,,,,0.12,13.20272924313857,165.0511968158542,,,,,,,,,,,,,,,,
11.702,0.77186,35.52847,1,,,,,,,,,,,,,,,,,,,0.121,13.368043561419379,165.31431828080818,,,,,,,,,,,,,,,,
11.802,0.78852,37.04862,1,,,,,,,,,,,,,,,,,,,0.122,13.533605037818413,165.56147639903415,,,,,,,,,,,,,,,,
11.902,0.80523,38.82909,1,,,,,,,,,,,,,,,,,,,0.123,13.699397723516656,165.79268569824265,,,,,,,,,,,,,,,,
11.972,0.81685,40.02605,1.5,,,,,,,,,,,,,,,,,,,0.124,13.865405684222797,166.00796070614072,,,,,,,,,,,,,,,,
11.974,0.81713,40.06081,1.5,,,,,,,,,,,,,,,,,,,0.125,14.031613000173223,166.20731595042653,,,,,,,,,,,,,,,,
12.074,0.80484,39.41131,1.5,,,,,,,,,,,,,,,,,,,0.126,14.19800376613205,166.3907659588267,,,,,,,,,,,,,,,,
12.174,0.78404,35.98429,1.5,,,,,,,,,,,,,,,,,,,0.127,14.364562091391079,166.55832525902866,,,,,,,,,,,,,,,,
12.274,0.76693,33.67182,1.5,,,,,,,,,,,,,,,,,,,0.128,14.531272099769827,166.7100083787483,,,,,,,,,,,,,,,,
12.374,0.75027,31.49168,1.5,,,,,,,,,,,,,,,,,,,0.129,14.698117929615533,166.84582984570523,,,,,,,,,,,,,,,,
12.474,0.73366,29.4985,1.5,,,,,,,,,,,,,,,,,,,0.13,14.865083733803125,166.96580418759217,,,,,,,,,,,,,,,,
12.574,0.71678,27.71339,1.5,,,,,,,,,,,,,,,,,,,0.131,15.032153679735245,167.06994593211974,,,,,,,,,,,,,,,,
12.674,0.70034,25.88155,1.5,,,,,,,,,,,,,,,,,,,0.132,15.199311949342245,167.15826960700025,,,,,,,,,,,,,,,,
12.774,0.68363,24.24853,1.5,,,,,,,,,,,,,,,,,,,0.133,15.366542739082186,167.2307897399408,,,,,,,,,,,,,,,,
12.874,0.66691,22.76137,1.5,,,,,,,,,,,,,,,,,,,0.134,15.53383025994083,167.28752085864315,,,,,,,,,,,,,,,,
12.974,0.65025,21.28454,1.5,,,,,,,,,,,,,,,,,,,0.135,15.701158737431651,167.3284774908213,,,,,,,,,,,,,,,,
13.074,0.63359,19.87896,1.5,,,,,,,,,,,,,,,,,,,0.136,15.868512411595837,167.35367416418597,,,,,,,,,,,,,,,,
13.174,0.61693,18.60884,1.5,,,,,,,,,,,,,,,,,,MAX,0.137,16.03587553700228,167.36312540644235,,,,,,,,,,,,,,,,
13.274,0.60021,17.37558,1.5,,,,,,,,,,,,,,,,,,,0.138,16.203232382747565,167.35684574528503,,,,,,,,,,,,,,,,
13.374,0.58361,16.1791,1.5,,,,,,,,,,,,,,,,,,,0.139,16.370567232456015,167.33484970844952,,,,,,,,,,,,,,,,
13.474,0.56695,15.16705,1.5,,,,,,,,,,,,,,,,,,,0.14,16.537864384279626,167.29715182361087,,,,,,,,,,,,,,,,
13.574,0.55018,14.18058,1.5,,,,,,,,,,,,,,,,,,,0.141,16.70510815089813,167.24376661850917,,,,,,,,,,,,,,,,
13.674,0.53357,13.36149,1.5,,,,,,,,,,,,,,,,,,,0.142,16.872282859518958,167.1747086208269,,,,,,,,,,,,,,,,
13.774,0.51691,12.60546,1.5,,,,,,,,,,,,,,,,,,,0.143,17.039372851877243,167.08999235828497,,,,,,,,,,,,,,,,
13.874,0.50008,11.92236,1.5,,,,,,,,,,,,,,,,,,,0.144,17.20636248423584,166.9896323585965,,,,,,,,,,,,,,,,
13.974,0.48354,11.05726,1.5,,,,,,,,,,,,,,,,,,,0.145,17.37323612738529,166.87364314945071,,,,,,,,,,,,,,,,
14.074,0.46688,10.27674,1.5,,,,,,,,,,,,,,,,,,,0.146,17.539978166643856,166.74203925856528,,,,,,,,,,,,,,,,
14.174,0.45027,9.35718,1.5,,,,,,,,,,,,,,,,,,,0.147,17.70657300185751,166.59483521365445,,,,,,,,,,,,,,,,
14.274,0.43339,8.58934,1.5,,,,,,,,,,,,,,,,,,,0.148,17.873005047399932,166.4320455424216,,,,,,,,,,,,,,,,
14.374,0.41695,7.96076,1.5,,,,,,,,,,,,,,,,,,,0.149,18.039258732172506,166.25368477257382,,,,,,,,,,,,,,,,
14.474,0.40024,7.21072,1.5,,,,,,,,,,,,,,,,,,,0.15,18.20531849960432,166.05976743181458,,,,,,,,,,,,,,,,
14.574,0.38346,6.56598,1.5,,,,,,,,,,,,,,,,,,,0.151,18.371168807652175,165.85030804785447,,,,,,,,,,,,,,,,
14.674,0.36686,5.87388,1.5,,,,,,,,,,,,,,,,,,,0.152,18.53679412880059,165.6253211484147,,,,,,,,,,,,,,,,
14.774,0.35026,5.24952,1.5,,,,,,,,,,,,,,,,,,,0.153,18.702178950061764,165.38482126117398,,,,,,,,,,,,,,,,
14.874,0.33354,4.67394,1.5,,,,,,,,,,,,,,,,,,,0.154,18.867307772975632,165.1288229138677,,,,,,,,,,,,,,,,
14.974,0.31677,4.08903,1.5,,,,,,,,,,,,,,,,,,,0.155,19.032165113609825,164.85734063419227,,,,,,,,,,,,,,,,
15.074,0.30028,3.522,1.5,,,,,,,,,,,,,,,,,,,0.156,19.196735502559687,164.5703889498618,,,,,,,,,,,,,,,,
15.174,0.28356,3.01541,1.5,,,,,,,,,,,,,,,,,,,0.157,19.361003484948263,164.26798238857629,,,,,,,,,,,,,,,,
15.274,0.26673,2.53578,1.5,,,,,,,,,,,,,,,,,,,0.158,19.524953620426302,163.9501354780391,,,,,,,,,,,,,,,,
15.374,0.25018,2.03312,1.5,,,,,,,,,,,,,,,,,,,0.159,19.688570483172278,163.61686274597517,,,,,,,,,,,,,,,,
15.474,0.23358,1.57863,1.5,,,,,,,,,,,,,,,,,,,0.16,19.851838661892355,163.26817872007723,,,,,,,,,,,,,,,,
15.574,0.21681,1.23643,1.5,,,,,,,,,,,,,,,,,,,0.161,20.014742759820415,162.90409792805943,,,,,,,,,,,,,,,,
15.614,0.21006,0.99526,2,,,,,,,,,,,,,,,,,,,0.162,20.177267394718047,162.5246348976324,,,,,,,,,,,,,,,,
15.616,0.20978,0.98042,2,,,,,,,,,,,,,,,,,,,0.163,20.339397198874543,162.12980415649608,,,,,,,,,,,,,,,,
15.618,0.20944,0.96841,2,,,,,,,,,,,,,,,,,,,0.164,20.501116819106915,161.7196202323717,,,,,,,,,,,,,,,,
15.718,0.22247,1.06006,2,,,,,,,,,,,,,,,,,,,0.165,20.662410916759864,161.2940976529485,,,,,,,,,,,,,,,,
15.818,0.24344,1.88878,2,,,,,,,,,,,,,,,,,,,0.166,20.823264167705815,160.85325094595132,,,,,,,,,,,,,,,,
15.918,0.26044,2.4045,2,,,,,,,,,,,,,,,,,,,0.167,20.983661262344892,160.39709463907656,,,,,,,,,,,,,,,,
16.018,0.27716,3.0138,2,,,,,,,,,,,,,,,,,,,0.168,21.143586905604923,159.92564326003117,,,,,,,,,,,,,,,,
16.118,0.29393,3.60026,2,,,,,,,,,,,,,,,,,,,0.169,21.30302581694147,159.43891133654714,,,,,,,,,,,,,,,,
16.218,0.31048,4.20509,2,,,,,,,,,,,,,,,,,,,0.17,21.46196273033777,158.93691339629953,,,,,,,,,,,,,,,,
16.318,0.32714,4.96443,2,,,,,,,,,,,,,,,,,,,0.171,21.620382394304777,158.419663967006,,,,,,,,,,,,,,,,
16.418,0.34391,5.59766,2,,,,,,,,,,,,,,,,,,,0.172,21.77826957188116,157.8871775763886,,,,,,,,,,,,,,,,
16.518,0.36051,6.28785,2,,,,,,,,,,,,,,,,,,,0.173,21.935609040633306,157.33946875214485,,,,,,,,,,,,,,,,
16.618,0.37706,7.03384,2,,,,,,,,,,,,,,,,,,,0.174,22.092385592655283,156.77655202197712,,,,,,,,,,,,,,,,
16.718,0.39395,7.84808,2,,,,,,,,,,,,,,,,,,,0.175,22.248584034568886,156.1984419136023,,,,,,,,,,,,,,,,
16.818,0.41049,8.65938,2,,,,,,,,,,,,,,,,,,,0.176,22.40418918752362,155.6051529547345,,,,,,,,,,,,,,,,
