Specimen properties : Length,62,mm,Unnamed: 3,Unnamed: 4,This ,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Stress-Strain,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Linear,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Modulus,Unnamed: 35,Failure,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
0.7,2.09151,1.21001,0,,,9.31084,311.95798,0.08870790322580646,18.239956732736946,372.19953554351514,,,,,,,,,,,,0.007,0.15737878653010892,18.39301040653804,,,,,,,,,,,,,,,,
0.8,2.10811,1.16491,0,,,10.14424,397.79669,0.10214983870967742,23.258883821551773,360.3346529730703,,,,,,,,,,,,0.008,0.17605429982383555,18.675513293726627,,,,,,,,,,,,,,,,
0.9,2.12466,1.23557,0,,,10.97758,477.63196,0.11559080645161289,27.926794129684847,322.1361345094771,,,,,,,,,,,,0.009,0.1955599960167505,19.505696192914964,,,,,,,,,,,,,,,,
1,2.14149,1.22385,0,,,11.81086,545.89709,0.1290308064516129,31.918206747354265,,,,,,,,,,,,,0.01,0.2164143143645657,20.854318347815184,,,,,,,,,,,,,,,,
1.1,2.15815,1.19339,0,,,12.64483,75.1041,,,,,,,,,,,,,,,0.011,0.2391072507720747,22.692936407509013,,,,,,,,,,,,,,,,
1.2,2.17475,1.14205,0,,,13.47754,67.92092,,,,,,,,,,,,,,,0.012,0.26410114456606004,24.993893793985315,,,,,,,,,,,,,,,,
1.3,2.1913,1.20643,0,,,14.311,72.0766,,,,,,,,,,,,,,,0.013,0.29183145463573656,27.73031006967654,,,,,,,,,,,,,,,,
1.4,2.20824,1.19468,0,,,15.14428,76.69546,,,,,,,,,,,,,,,0.014,0.3227075249407332,30.87607030499659,,,,,,,,,,,,,,,,
1.5,2.22473,1.27513,0,,,15.97762,79.07514,,,,,,,,,,,,,,,0.015,0.3571133393866107,34.40581444587756,,,,,,,,,,,,,,,,
1.6,2.24139,1.29098,0,,,16.81096,78.64107,,,,,,,,,,,,,,,0.016,0.39540826606791746,38.2949266813067,,,,,,,,,,,,,,,,
1.7,2.25811,1.32463,0,,,17.64436,78.90554,,,,,,,,,,,,,,,0.017,0.4379277908787811,42.51952481086359,,,,,,,,,,,,,,,,
1.8,2.27477,1.33127,0,,,18.47758,80.05363,,,,,,,,,,,,,,,0.018,0.48498424049103883,47.056449612257865,,,,,,,,,,,,,,,,
1.9,2.29137,1.40459,0,,,19.31087,77.19483,,,,,,,,,,,,,,,0.019,0.5368674946999042,51.88325420886537,,,,,,,,,,,,,,,,
2,2.30803,1.3746,0,,,20.14432,70.52,,,,,,,,,,,,,,,0.02,0.5938456881371704,56.97819343726612,,,,,,,,,,,,,,,,
2.1,2.32486,1.41211,0,,,20.97766,67.14459,,,,,,,,,,,,,,,0.021,0.6561659013519507,62.32021321478025,,,,,,,,,,,,,,,,
2.2,2.34135,1.39734,0,,,,,,,,,,,,,,,,,,,0.022,0.7240548412589579,67.88893990700734,,,,,,,,,,,,,,,,
2.3,2.35807,1.41798,0,,,,,,,,,,,,,,,,,,,0.023,0.7977195109543179,73.66466969535993,,,,,,,,,,,,,,,,
2.4,2.37484,1.4428,0,,,,,,,,,,,,,,,,,,,0.024,0.8773478688989244,79.62835794460636,,,,,,,,,,,,,,,,
2.5,2.39145,1.51904,0,,,,,,,,,,,,,,,,,,,0.025,0.9631094774693241,85.76160857039963,,,,,,,,,,,,,,,,
2.6,2.40805,1.4959,0,,,,,,,,,,,,,,,,,,,0.026,1.055156140876147,92.04666340682311,,,,,,,,,,,,,,,,
2.7,2.42477,1.60558,0,,,,,,,,,,,,,,,,,,,0.027,1.1536225324500688,98.4663915739218,,,,,,,,,,,,,,,,
2.8,2.44148,1.5688,0,,,,,,,,,,,,,,,,,,,0.028,1.2586268112953107,105.00427884524177,,,,,,,,,,,,,,,,
2.9,2.45809,1.55941,0,,,,,,,,,,,,,,,,,,,0.029,1.3702712283106788,111.64441701536798,,,,,,,,,,,,,,,,
3,2.47469,1.59776,0,,,,,,,,,,,,,,,,,,,0.03,1.4886427215781364,118.37149326745785,,,,,,,,,,,,,,,,
3.1,2.49152,1.58604,0,,,,,,,,,,,,,,,,,,,0.031,1.6138135011189205,125.17077954078404,,,,,,,,,,,,,,,,
3.2,2.50807,1.59758,0,,,,,,,,,,,,,,,,,,,0.032,1.7458416230171878,132.02812189826716,,,,,,,,,,,,,,,,
3.3,2.52461,1.63066,0,,,,,,,,,,,,,,,,,,,0.033,1.884771552911197,138.92992989400906,,,,,,,,,,,,,,,,
3.4,2.5415,1.62733,0,,,,,,,,,,,,,,,,,,,0.034,2.0306347188520437,145.86316594084656,,,,,,,,,,,,,,,,
3.5,2.55805,1.66132,0,,,,,,,,,,,,,,,,,,,0.035,2.183450053529909,152.8153346778652,,,,,,,,,,,,,,,,
3.6,2.57465,1.71804,0,,,,,,,,,,,,,,,,,,,0.036,2.3432245258678597,159.77447233795158,,,,,,,,,,,,,,,,
3.7,2.59131,1.77937,0,,,,,,,,,,,,,,,,,,,0.037,2.5099536619831952,166.7291361153354,,,,,,,,,,,,,,,,
3.8,2.60825,1.78062,0,,,,,,,,,,,,,,,,,,,0.038,2.6836220555162997,173.6683935331043,,,,,,,,,,,,,,,,
3.9,2.62474,1.83751,0,,,,,,,,,,,,,,,,,,,0.039,2.864203867327063,180.58181181076299,,,,,,,,,,,,,,,,
4,2.64135,1.87982,0,,,,,,,,,,,,,,,,,,,0.04,3.051663314558829,187.45944723176615,,,,,,,,,,,,,,,,
4.1,2.65823,1.87397,0,,,,,,,,,,,,,,,,,,,0.041,3.245955149069868,194.29183451103853,,,,,,,,,,,,,,,,
4.2,2.67472,1.95433,0,,,,,,,,,,,,,,,,,,,0.042,3.4470251252324084,201.0699761625403,,,,,,,,,,,,,,,,
4.3,2.69144,1.99337,0,,,,,,,,,,,,,,,,,,,0.043,3.654810457099182,207.78533186677478,,,,,,,,,,,,,,,,
4.4,2.7081,2.02888,0,,,,,,,,,,,,,,,,,,,0.044,3.869240264937541,214.42980783835864,,,,,,,,,,,,,,,,
4.5,2.72487,2.05758,0,,,,,,,,,,,,,,,,,,,0.045,4.090236011131054,220.99574619351327,,,,,,,,,,,,,,,,
4.6,2.74131,2.12867,0,,,,,,,,,,,,,,,,,,,0.046,4.317711925448707,227.47591431765255,,,,,,,,,,,,,,,,
4.7,2.75802,2.14696,0,,,,,,,,,,,,,,,,,,,0.047,4.5515754196816,233.86349423289298,,,,,,,,,,,,,,,,
4.8,2.77485,2.20756,0,,,,,,,,,,,,,,,,,,,0.048,4.79172749164718,240.15207196557918,,,,,,,,,,,,,,,,
4.9,2.79146,2.23919,0,,,,,,,,,,,,,,,,,,,0.049,5.038063118561029,246.3356269138488,,,,,,,,,,,,,,,,
5,2.80806,2.30524,0,,,,,,,,,,,,,,,,,,,0.05,5.2904716397761815,252.40852121515258,,,,,,,,,,,,,,,,
5.1,2.82478,2.39985,0,,,,,,,,,,,,,,,,,,,0.051,5.54883712888998,258.3654891138003,,,,,,,,,,,,,,,,
5.2,2.84149,2.43016,0,,,,,,,,,,,,,,,,,,,0.052,5.813038755218466,264.20162632848564,,,,,,,,,,,,,,,,
5.3,2.85804,2.44229,0,,,,,,,,,,,,,,,,,,,0.053,6.082951134638298,269.9123794198319,,,,,,,,,,,,,,,,
5.4,2.87476,2.5386,0,,,,,,,,,,,,,,,,,,,0.054,6.358444669796244,275.49353515794525,,,,,,,,,,,,,,,,
5.5,2.89147,2.62057,0,,,,,,,,,,,,,,,,,,,0.055,6.639385879686138,280.94120988989397,,,,,,,,,,,,,,,,
5.6,2.90813,2.60467,0,,,,,,,,,,,,,,,,,,,0.056,6.925637718593479,286.2518389073407,,,,,,,,,,,,,,,,
5.7,2.92462,2.67913,0,,,,,,,,,,,,,,,,,,,0.057,7.217059884407457,291.4221658139781,,,,,,,,,,,,,,,,
5.8,2.94151,2.75214,0,,,,,,,,,,,,,,,,,,,0.058,7.51350911630059,296.4492318931319,,,,,,,,,,,,,,,,
5.9,2.95806,2.77088,0,,,,,,,,,,,,,,,,,,,0.059,7.81483948177588,301.33036547529196,,,,,,,,,,,,,,,,
6,2.97477,2.85664,0,,,,,,,,,,,,,,,,,,,0.06,8.120902653081494,306.0631713056138,,,,,,,,,,,,,,,,
6.1,2.99138,2.94777,0,,,,,,,,,,,,,,,,,,,0.061,8.431548172992978,310.6455199114834,,,,,,,,,,,,,,,,
6.2,3.00821,2.98782,0,,,,,,,,,,,,,,,,,,,0.062,8.746623709963044,315.0755369700666,,,,,,,,,,,,,,,,
6.3,3.02475,3.0642,0,,,,,,,,,,,,,,,,,,,0.063,9.065975302638849,319.3515926758043,,,,,,,,,,,,,,,,
6.4,3.04136,3.11753,0,,,,,,,,,,,,,,,,,,,0.064,9.38944759374685,323.47229110800026,,,,,,,,,,,,,,,,
6.5,3.05824,3.14517,0,,,,,,,,,,,,,,,,,,,0.065,9.716884053345144,327.4364595982938,,,,,,,,,,,,,,,,
6.6,3.07473,3.23782,0,,,,,,,,,,,,,,,,,,,0.066,10.048127191443427,331.24313809828334,,,,,,,,,,,,,,,,
6.7,3.09139,3.2838,0,,,,,,,,,,,,,,,,,,,0.067,10.383018759990412,334.89156854698405,,,,,,,,,,,,,,,,
6.8,3.10811,3.3378,0,,,,,,,,,,,,,,,,,,,0.068,10.721399944228827,338.38118423841445,,,,,,,,,,,,,,,,
6.9,3.12488,3.45773,0,,,,,,,,,,,,,,,,,,,0.069,11.06311154341789,341.7115991890626,,,,,,,,,,,,,,,,
7,3.14137,3.52845,0,,,,,,,,,,,,,,,,,,,0.07,11.407994140923472,344.88259750558257,,,,,,,,,,,,,,,,
7.1,3.15809,3.53915,0,,,,,,,,,,,,,,,,,,,0.071,11.755888263675558,347.89412275209054,,,,,,,,,,,,,,,,
7.2,3.17486,3.6939,0,,,,,,,,,,,,,,,,,,,0.072,12.106634530993542,350.74626731798344,,,,,,,,,,,,,,,,
7.3,3.19135,3.72632,0,,,,,,,,,,,,,,,,,,,0.073,12.460073792778724,353.4392617851815,,,,,,,,,,,,,,,,
7.4,3.20807,3.82418,0,,,,,,,,,,,,,,,,,,,0.074,12.816047257074663,355.9734642959388,,,,,,,,,,,,,,,,
7.5,3.2249,3.88324,0,,,,,,,,,,,,,,,,,,,0.075,13.174396606994819,358.34934992015525,,,,,,,,,,,,,,,,
7.6,3.24139,3.97247,0,,,,,,,,,,,,,,,,,,,0.076,13.534964107017904,360.5675000230853,,,,,,,,,,,,,,,,
7.7,3.25799,3.9913,0,,,,,,,,,,,,,,,,,,,0.077,13.897592698650653,362.6285916327486,,,,,,,,,,,,,,,,
7.8,3.27477,4.12704,0,,,,,,,,,,,,,,,,,,,0.078,14.262126085458267,364.53338680761294,,,,,,,,,,,,,,,,
7.9,3.29143,4.22763,0,,,,,,,,,,,,,,,,,,,0.079,14.628408807462145,366.2827220038785,,,,,,,,,,,,,,,,
8,3.30814,4.31874,0,,,,,,,,,,,,,,,,,,,0.08,14.996286304905501,367.8774974433555,,,,,,,,,,,,,,,,
8.1,3.32463,4.38441,0,,,,,,,,,,,,,,,,,,,0.081,15.365604971386146,369.3186664806443,,,,,,,,,,,,,,,,
8.2,3.34158,4.4904,0,,,,,,,,,,,,,,,,,,,0.082,15.736212196357227,370.60722497108105,,,,,,,,,,,,,,,,
8.3,3.35807,4.55909,0,,,,,,,,,,,,,,,,,,,0.083,16.10795639699499,371.7442006377617,,,,,,,,,,,,,,,,
8.4,3.37467,4.6701,0,,,,,,,,,,,,,,,,,,,0.084,16.48068703943459,372.7306424395987,,,,,,,,,,,,,,,,
8.5,3.39144,4.70934,0,,,,,,,,,,,,,,,,,,,0.085,16.854254649373082,373.56760993849355,,,,,,,,,,,,,,,,
8.6,3.40816,4.85679,0,,,,,,,,,,,,,,,,,,,0.086,17.228510812040117,374.25616266703935,,,,,,,,,,,,,,,,
8.7,3.42476,4.94455,0,,,,,,,,,,,,,,,,,,,0.087,17.60330816153614,374.79734949602386,,,,,,,,,,,,,,,,
8.8,3.44131,5.09814,0,,,,,,,,,,,,,,,,,,,0.088,17.97850035953811,375.19219800196845,,,,,,,,,,,,,,,,
8.9,3.45825,5.15609,0,,,,,,,,,,,,,,,,,,,0.089,18.353942063372685,375.44170383457464,,,,,,,,,,,,,,,,
9,3.47469,5.19027,0,,,,,,,,,,,,,,,,,,MAX,0.09,18.729488883457208,375.54682008452255,,,,,,,,,,,,,,,,
9.1,3.49135,5.24458,0,,,,,,,,,,,,,,,,,,,0.091,19.10499733010784,375.5084466506307,,,,,,,,,,,,,,,,
9.2,3.50818,5.2825,0,,,,,,,,,,,,,,,,,,,0.092,19.480324749715603,375.3274196077637,,,,,,,,,,,,,,,,
9.3,3.52484,5.36855,0,,,,,,,,,,,,,,,,,,,0.093,19.855329250289664,375.0045005740606,,,,,,,,,,,,,,,,
9.4,3.54133,5.47226,0,,,,,,,,,,,,,,,,,,,0.094,20.229869616368383,374.54036607871865,,,,,,,,,,,,,,,,
9.5,3.5581,5.5795,0,,,,,,,,,,,,,,,,,,,0.095,20.603805213297758,373.9355969293743,,,,,,,,,,,,,,,,
9.6,3.57487,5.75799,0,,,,,,,,,,,,,,,,,,,0.096,20.97699588087735,373.1906675795923,,,,,,,,,,,,,,,,
9.7,3.59142,5.75431,0,,,,,,,,,,,,,,,,,,,0.097,21.349301816374147,372.30593549679685,,,,,,,,,,,,,,,,
9.8,3.60802,5.99088,0,,,,,,,,,,,,,,,,,,,0.098,21.720583446903248,371.28163052910037,,,,,,,,,,,,,,,,
9.9,3.6248,6.06908,0,,,,,,,,,,,,,,,,,,,0.099,22.09070129117689,370.1178442736431,,,,,,,,,,,,,,,,
10,3.64146,6.20855,0,,,,,,,,,,,,,,,,,,,0.1,22.459515810620307,368.81451944341455,,,,,,,,,,,,,,,,
10.1,3.658,6.2686,0,,,,,,,,,,,,,,,,,,,0.101,22.826887249855616,367.3714392353095,,,,,,,,,,,,,,,,
10.2,3.67483,6.43713,0,,,,,,,,,,,,,,,,,,,0.102,23.192675466553137,365.7882166975254,,,,,,,,,,,,,,,,
10.3,3.69144,6.53967,0,,,,,,,,,,,,,,,,,,,0.103,23.55673975064988,364.0642840967413,,,,,,,,,,,,,,,,
10.4,3.7081,6.67618,0,,,,,,,,,,,,,,,,,,,0.104,23.91893863293617,362.1988822862928,,,,,,,,,,,,,,,,
10.5,3.7247,6.80516,0,,,,,,,,,,,,,,,,,,,0.105,24.279129683009362,360.19105007319,,,,,,,,,,,,,,,,
10.6,3.74153,6.95393,0,,,,,,,,,,,,,,,,,,,0.106,24.637169296595182,358.03961358581984,,,,,,,,,,,,,,,,
10.7,3.75808,7.04596,0,,,,,,,,,,,,,,,,,,,0.107,24.99291247223697,355.7431756417874,,,,,,,,,,,,,,,,
10.8,3.77468,7.17494,0,,,,,,,,,,,,,,,,,,,0.108,25.346212577351608,353.30010511463746,,,,,,,,,,,,,,,,
10.9,3.79151,7.33902,0,,,,,,,,,,,,,,,,,,,0.109,25.696921103654,350.7085263023907,,,,,,,,,,,,,,,,
11,3.80806,7.47764,0,,,,,,,,,,,,,,,,,,,0.11,26.044887411948512,347.96630829451266,,,,,,,,,,,,,,,,
11.1,3.82477,7.62837,0,,,,,,,,,,,,,,,,,,,0.111,26.38995846628791,345.0710543393992,,,,,,,,,,,,,,,,
11.2,3.84143,7.75582,0,,,,,,,,,,,,,,,,,,,0.112,26.731978557500078,342.02009121216616,,,,,,,,,,,,,,,,
11.3,3.85826,7.92156,0,,,,,,,,,,,,,,,,,,,0.113,27.070789016082124,338.8104585820454,,,,,,,,,,,,,,,,
11.4,3.87464,8.06529,0,,,,,,,,,,,,,,,,,,,0.114,27.40622791446219,335.438898380065,,,,,,,,,,,,,,,,
11.5,3.89141,8.21281,0,,,,,,,,,,,,,,,,,,,0.115,27.73812975862845,331.9018441662604,,,,,,,,,,,,,,,,
11.6,3.90819,8.33899,0,,,,,,,,,,,,,,,,,,,0.116,28.066325169126284,328.1954104978337,,,,,,,,,,,,,,,,
11.7,3.92479,8.51543,0,,,,,,,,,,,,,,,,,,,0.117,28.390640551422045,324.3153822957613,,,,,,,,,,,,,,,,
11.8,3.94134,8.66179,0,,,,,,,,,,,,,,,,,,,0.118,28.710897755635372,320.2572042133311,,,,,,,,,,,,,,,,
11.9,3.95811,8.75476,0,,,,,,,,,,,,,,,,,,,0.119,29.02691372563826,316.0159700028867,,,,,,,,,,,,,,,,
12,3.97483,8.95673,0,,,,,,,,,,,,,,,,,,,0.12,29.33850013752212,311.5864118838619,,,,,,,,,,,,,,,,
12.1,3.99132,9.09455,0,,,,,,,,,,,,,,,,,,,0.121,29.645463027432204,306.96288991008174,,,,,,,,,,,,,,,,
12.2,4.00809,9.22227,0,,,,,,,,,,,,,,,,,,,0.122,29.947602408769665,302.13938133746126,,,,,,,,,,,,,,,,
12.3,4.02486,9.45061,0,,,,,,,,,,,,,,,,,,,0.123,30.244711878760874,297.1094699912091,,,,,,,,,,,,,,,,
12.4,4.04141,9.56475,0,,,,,,,,,,,,,,,,,,,0.124,30.53657821439476,291.8663356338837,,,,,,,,,,,,,,,,
12.5,4.05796,9.7058,0,,,,,,,,,,,,,,,,,,,0.125,30.822980957727083,286.4027433323241,,,,,,,,,,,,,,,,
12.6,4.07484,9.85635,0,,,,,,,,,,,,,,,,,,,0.126,31.103691990552992,280.711032825909,,,,,,,,,,,,,,,,
12.7,4.09145,9.92097,0,,,,,,,,,,,,,,,,,,,0.127,31.378475098446327,274.7831078933342,,,,,,,,,,,,,,,,
12.8,4.10805,10.03533,0,,,,,,,,,,,,,,,,,,,0.128,31.64708552416704,268.6104257207125,,,,,,,,,,,,,,,,
12.9,4.12471,10.2504,0,,,,,,,,,,,,,,,,,,,0.129,31.9092695104356,262.1839862685602,,,,,,,,,,,,,,,,
13,4.14148,10.47195,0,,,,,,,,,,,,,,,,,,,0.13,32.164763832076105,255.49432164050475,,,,,,,,,,,,,,,,
13.1,4.15809,10.50679,0,,,,,,,,,,,,,,,,,,,0.131,32.413295317525,248.5314854488931,,,,,,,,,,,,,,,,
13.2,4.17469,10.59438,0,,,,,,,,,,,,,,,,,,,0.132,32.65458035970946,241.285042184465,,,,,,,,,,,,,,,,
13.3,4.19158,10.71297,0,,,,,,,,,,,,,,,,,,,0.133,32.88832441629139,233.7440565819262,,,,,,,,,,,,,,,,
13.4,4.20807,10.85962,0,,,,,,,,,,,,,,,,,,,0.134,33.11422149928048,225.8970829890925,,,,,,,,,,,,,,,,
13.5,4.22473,11.08313,0,,,,,,,,,,,,,,,,,,,0.135,33.33195365401418,217.7321547336957,,,,,,,,,,,,,,,,
13.6,4.24144,11.25783,0,,,,,,,,,,,,,,,,,,,0.136,33.54119042750478,209.2367734906018,,,,,,,,,,,,,,,,
13.7,4.25816,11.41594,0,,,,,,,,,,,,,,,,,,,0.137,33.741588326154535,200.39789864975413,,,,,,,,,,,,,,,,
13.8,4.27471,11.55814,0,,,,,,,,,,,,,,,,,,,0.138,33.932790262838914,191.20193668437918,,,,,,,,,,,,,,,,
13.9,4.29142,11.72032,0,,,,,,,,,,,,,,,,,,,0.139,34.11442499335571,181.63473051679782,,,,,,,,,,,,,,,,
14,4.3082,11.90993,0,,,,,,,,,,,,,,,,,,,0.14,34.28610654224363,171.6815488879176,,,,,,,,,,,,,,,,
14.1,4.32474,12.09638,0,,,,,,,,,,,,,,,,,,,0.141,34.44743361796651,161.3270757228847,,,,,,,,,,,,,,,,
14.2,4.3414,12.2753,0,,,,,,,,,,,,,,,,,,,0.142,34.597989017467164,150.55539950065352,,,,,,,,,,,,,,,,
14.3,4.35818,12.48807,0,,,,,,,,,,,,,,,,,,,0.143,34.737339020086814,139.35000261965044,,,,,,,,,,,,,,,,
14.4,4.37478,12.67606,0,,,,,,,,,,,,,,,,,,,0.144,34.86503277085318,127.6937507663688,,,,,,,,,,,,,,,,
14.5,4.39133,12.85184,0,,,,,,,,,,,,,,,,,,,0.145,34.98060165313579,115.5688822826092,,,,,,,,,,,,,,,,
14.6,4.40816,12.96216,0,,,,,,,,,,,,,,,,,,,0.146,35.08355865066901,102.95699753321931,,,,,,,,,,,,,,,,
14.7,4.42482,13.16767,0,,,,,,,,,,,,,,,,,,,0.147,35.17339769894215,89.8390482731414,,,,,,,,,,,,,,,,
14.8,4.44142,13.36218,0,,,,,,,,,,,,,,,,,,,0.148,35.24959302595795,76.19532701579593,,,,,,,,,,,,,,,,
14.9,4.45797,13.57557,0,,,,,,,,,,,,,,,,,,,0.149,35.31159848235681,62.005456398857405,,,,,,,,,,,,,,,,
15,4.47497,13.73697,0,,,,,,,,,,,,,,,,,,,0.15,35.35884686091208,47.24837855527393,,,,,,,,,,,,,,,,
15.1,4.4914,13.96824,0,,,,,,,,,,,,,,,,,,,0.151,35.390749205388154,31.90234447607306,,,,,,,,,,,,,,,,
15.2,4.50806,14.17951,0,,,,,,,,,,,,,,,,,,,0.152,35.40669410877046,15.944903382305124,,,,,,,,,,,,,,,,
15.3,4.52483,14.40059,0,,,,,,,,,,,,,,,,,,,0.153,35.40604700085977,-0.6471079106873383,,,,,,,,,,,,,,,,
15.4,4.54144,14.59937,0,,,,,,,,,,,,,,,,,,,0.154,35.38814942523591,-17.89757562386283,,,,,,,,,,,,,,,,
15.5,4.55804,14.85633,0,,,,,,,,,,,,,,,,,,,0.155,35.352318305589336,-35.83111964657345,,,,,,,,,,,,,,,,
15.6,4.57464,15.07092,0,,,,,,,,,,,,,,,,,,,0.156,35.297845201417694,-54.4731041716417,,,,,,,,,,,,,,,,
15.7,4.59159,15.28307,0,,,,,,,,,,,,,,,,,,,0.157,35.22399555309259,-73.84964832510114,,,,,,,,,,,,,,,,
15.8,4.60802,15.48731,0,,,,,,,,,,,,,,,,,,,0.158,35.13000791629318,-93.9876367994116,,,,,,,,,,,,,,,,
15.9,4.62474,15.78315,0,,,,,,,,,,,,,,,,,,,0.159,35.01509318580644,-114.91473048673828,,,,,,,,,,,,,,,,
16,4.64151,15.97491,0,,,,,,,,,,,,,,,,,,,0.16,34.87843380869579,-136.65937711065357,,,,,,,,,,,,,,,,
16.1,4.65817,16.18749,0,,,,,,,,,,,,,,,,,,,0.161,34.71918298683653,-159.2508218592597,,,,,,,,,,,,,,,,
16.2,4.67472,16.51242,0,,,,,,,,,,,,,,,,,,,0.162,34.53646386882085,-182.7191180156758,,,,,,,,,,,,,,,,
16.3,4.69143,16.82806,0,,,,,,,,,,,,,,,,,,,0.163,34.329368731226886,-207.09513759396694,,,,,,,,,,,,,,,,
16.4,4.70815,17.05072,0,,,,,,,,,,,,,,,,,,,0.164,34.09695814925877,-232.4105819681177,,,,,,,,,,,,,,,,
16.5,4.72475,17.28385,0,,,,,,,,,,,,,,,,,,,0.165,33.83826015675159,-258.6979925071799,,,,,,,,,,,,,,,,
16.6,4.74141,17.6447,0,,,,,,,,,,,,,,,,,,,0.166,33.55226939554577,-285.9907612058163,,,,,,,,,,,,,,,,
16.7,4.75813,17.86362,0,,,,,,,,,,,,,,,,,,,0.167,33.237946254227964,-314.32314131780686,,,,,,,,,,,,,,,,
16.8,4.77479,18.2174,0,,,,,,,,,,,,,,,,,,,0.168,32.89421599624023,-343.7302579877365,,,,,,,,,,,,,,,,
16.9,4.79134,18.52762,0,,,,,,,,,,,,,,,,,,,0.169,32.519967877354716,-374.2481188855105,,,,,,,,,,,,,,,,
17,4.80822,18.81672,0,,,,,,,,,,,,,,,,,,,0.17,32.11405425251996,-405.9136248347524,,,,,,,,,,,,,,,,
17.1,4.82477,19.11379,0,,,,,,,,,,,,,,,,,,,0.171,31.67528967206981,-438.7645804501541,,,,,,,,,,,,,,,,
17.2,4.84143,19.46792,0,,,,,,,,,,,,,,,,,,,0.172,31.20244996730311,-472.8397047667114,,,,,,,,,,,,,,,,
17.3,4.85803,19.75334,0,,,,,,,,,,,,,,,,,,,0.173,30.69427132543082,-508.1786418722909,,,,,,,,,,,,,,,,
17.4,4.87486,20.10009,0,,,,,,,,,,,,,,,,,,,0.174,30.149449353889683,-544.8219715411356,,,,,,,,,,,,,,,,
17.5,4.89141,20.39318,0,,,,,,,,,,,,,,,,,,,0.175,29.56663813402192,-582.8112198677603,,,,,,,,,,,,,,,,
17.6,4.90807,20.69375,0,,,,,,,,,,,,,,,,,,,0.176,28.944449264127023,-622.1888698948981,,,,,,,,,,,,,,,,
17.7,4.92484,21.03393,0,,,,,,,,,,,,,,,,,,,0.177,28.281450891875302,-662.9983722517203,,,,,,,,,,,,,,,,
